Algorithm	Matrix type	Avg silhouette	k	Silhouette	Gene k	Gene silhouette	Gene sims	Protein sims	Cluster count	Gene cluster count	Used attributes
pam	jaccard	0.24754542981713323	6	0.2567038592730319	2	0.23838700036123453	"{1=>[""3D-structure"", ""Spliceosome"", ""Membrane"", ""Methylation"", ""Nonsense-mediated mRNA decay"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""MRNA splicing via spliceosome"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Spliceosomal complex"", ""Ribonucleoprotein complex"", ""GTPase activity"", ""Poly(A) binding""], 2=>[""Direct protein sequencing"", ""Activator"", ""Transcriptional misregulation in cancer"", ""Stress granule assembly"", ""Small GTPase mediated signal transduction"", ""Perinuclear region of cytoplasm"", ""Zinc ion binding"", ""Nucleic acid binding""]}"	"{1=>[""Intracellular""], 2=>[""Brain""], 3=>[""Nucleic acid binding"", ""Zinc ion binding""], 4=>[""Cell membrane"", ""Lipoprotein"", ""Methylation"", ""Prenylation"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Leukocyte transendothelial migration"", ""Regulation of actin cytoskeleton"", ""Bacterial invasion of epithelial cells"", ""Pathways in cancer"", ""Actin cytoskeleton organization"", ""GTP catabolic process"", ""GTPase activity""], 5=>[""Acetylation"", ""Alternative splicing"", ""Spliceosome"", ""MRNA processing"", ""RNA splicing""], 6=>[""DNA-binding"", ""Metal-binding"", ""Zinc"", ""Zinc-finger"", ""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Tricarboxylic acid cycle"", ""HTLV-I infection"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""3'-UTR-mediated mRNA stabilization"", ""MRNA catabolic process"", ""Negative regulation of inflammatory response"", ""Negative regulation of myeloid cell differentiation"", ""Negative regulation of transcription from RNA polymerase II promoter"", ""Negative regulation of translation involved in gene silencing by miRNA"", ""Nuclear-transcribed mRNA poly(A) tail shortening"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Regulation of tumor necrosis factor production"", ""Response to starvation"", ""RNA destabilization"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Regulation of translation"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""Cytoplasmic stress granule"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""14-3-3 protein binding"", ""AU-rich element binding"", ""DNA binding"", ""Metal ion binding"", ""MRNA 3'-UTR AU-rich region binding"", ""MRNA binding"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding""]}"	{1=>13, 2=>9, 3=>7, 4=>8, 5=>20, 6=>5}	{1=>7, 2=>14}	[:biological_process, :molecular_function]
pam	binary	0.20258606966256876	2	0.19776781278807037	3	0.20740432653706714	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>23, 2=>39}	{1=>14, 2=>5, 3=>2}	[:cellular_component, :molecular_function]
pam	jaccard	0.2182747338882326	2	0.23398730868874967	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:cellular_component, :molecular_function]
pam	binary	0.25030752763431785	2	0.2789435194753517	3	0.22167153579328408	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""Phosphoprotein"", ""RNA-binding"", ""Nucleus"", ""RNA binding""]}"	{1=>28, 2=>34}	{1=>14, 2=>5, 3=>2}	[:keywords, :tissues, :pathways]
pam	jaccard	0.18287271541449862	2	0.1500098335289333	3	0.21573559730006392	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Leukocyte transendothelial migration"", ""Regulation of actin cytoskeleton"", ""Pathways in cancer"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA-binding"", ""Acetylation"", ""Repeat"", ""Cytoplasm"", ""MRNA processing"", ""RNA splicing"", ""Nucleus"", ""RNA binding"", ""Nucleotide binding""]}"	{1=>36, 2=>26}	{1=>14, 2=>4, 3=>3}	[:keywords, :tissues, :pathways]
pam	binary	0.22779833538063196	2	0.22086431352900987	3	0.23473235723225405	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular"", ""Nucleic acid binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA-binding"", ""RNA splicing"", ""Nucleotide binding"", ""RNA binding""]}"	{1=>31, 2=>31}	{1=>13, 2=>5, 3=>3}	[:keywords, :tissues, :biological_process]
pam	jaccard	0.1402066756138481	3	0.1533039066170379	2	0.1271094446106583	"{1=>[""3D-structure"", ""Direct protein sequencing"", ""Alternative splicing"", ""Activator"", ""Spliceosomal complex""], 2=>[""Transcriptional misregulation in cancer"", ""Nucleic acid binding"", ""Zinc ion binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""Nucleotide binding""], 3=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA splicing"", ""RNA binding""]}"	{1=>20, 2=>18, 3=>24}	{1=>15, 2=>6}	[:keywords, :tissues, :biological_process]
pam	binary	0.23922966657766404	2	0.2501750950430367	3	0.2282842381122914	"{1=>[""Direct protein sequencing"", ""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Transcriptional misregulation in cancer"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Regulation of translation"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding"", ""Zinc ion binding"", ""Nucleic acid binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Small GTPase mediated signal transduction""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding"", ""Nucleus""]}"	{1=>25, 2=>37}	{1=>13, 2=>5, 3=>3}	[:keywords, :tissues, :cellular_component]
pam	jaccard	0.18088317792435413	2	0.15166421853595655	3	0.2101021373127517	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular"", ""Nucleic acid binding""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>23, 2=>39}	{1=>13, 2=>5, 3=>3}	[:keywords, :tissues, :cellular_component]
pam	binary	0.2624178210113347	2	0.3031641062293853	3	0.22167153579328408	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""Phosphoprotein"", ""RNA-binding"", ""Nucleus"", ""RNA binding""]}"	{1=>28, 2=>34}	{1=>14, 2=>5, 3=>2}	[:keywords, :tissues, :molecular_function]
pam	jaccard	0.2153541710151669	2	0.2281461829426183	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :tissues, :molecular_function]
pam	binary	0.21859698520361698	2	0.2024663339962388	3	0.23472763641099512	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""Membrane"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Intracellular"", ""Nucleic acid binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""mRNA processing"", ""mRNA splicing"", ""Nucleus"", ""Phosphoprotein"", ""RNA-binding"", ""MRNA processing"", ""RNA splicing"", ""Nucleus"", ""Nucleotide binding"", ""RNA binding""]}"	{1=>34, 2=>28}	{1=>13, 2=>5, 3=>3}	[:keywords, :pathways, :biological_process]
pam	jaccard	0.20019182213287823	2	0.15614488736882545	3	0.24423875689693103	"{1=>[""Spliceosome"", ""DNA-binding"", ""Methylation"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Spleen"", ""MRNA splicing via spliceosome"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""MRNA splice site selection"", ""Nucleoplasm"", ""Spliceosomal complex"", ""Ribonucleoprotein complex"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""Nuclear body"", ""DNA binding""], 2=>[""Membrane""], 3=>[""Small GTPase mediated signal transduction"", ""Intracellular""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>24, 2=>38}	{1=>12, 2=>6, 3=>3}	[:keywords, :pathways, :biological_process]
pam	binary	0.24670505593651132	2	0.26512587376073127	3	0.2282842381122914	"{1=>[""Direct protein sequencing"", ""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spliceosome"", ""Transcriptional misregulation in cancer"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Regulation of translation"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding"", ""Zinc ion binding"", ""Nucleic acid binding""], 2=>[""Methylation"", ""Nonsense-mediated mRNA decay"", ""Spliceosome"", ""RNA transport"", ""mRNA surveillance pathway"", ""RNA degradation"", ""Lung"", ""Gene silencing by RNA"", ""Negative regulation of nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Nuclear-transcribed mRNA catabolic process nonsense-mediated decay"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Ribonucleoprotein complex"", ""Nuclear body"", ""Membrane"", ""Poly(A) binding"", ""GTPase activity""], 3=>[""Small GTPase mediated signal transduction""]}"	"{1=>[""GTP-binding"", ""Nucleotide-binding"", ""GTP binding""], 2=>[""RNA-binding"", ""Nucleus""]}"	{1=>25, 2=>37}	{1=>13, 2=>5, 3=>3}	[:keywords, :pathways, :cellular_component]
pam	jaccard	0.20271716545192742	5	0.19563549771415698	4	0.2097988331896979	"{1=>[""Palmitate"", ""Herpes simplex infection""], 2=>[""Prenylation"", ""Cytoskeleton"", ""Mitogen"", ""Secreted"", ""Neurotrophin signaling pathway"", ""Non-alcoholic fatty liver disease (NAFLD)"", ""Pancreatic secretion"", ""Viral carcinogenesis"", ""Proteoglycans in cancer"", ""Renal cell carcinoma"", ""Endocytosis"", ""Tight junction"", ""T cell receptor signaling pathway"", ""Prostate"", ""GTP catabolic process"", ""Positive regulation of actin filament polymerization"", ""Positive regulation of DNA replication"", ""Positive regulation of phosphatidylinositol 3-kinase activity"", ""Regulation of cell migration"", ""Positive regulation of cytokinesis"", ""Positive regulation of neuron apoptotic process"", ""Response to glucose"", ""CRD-mediated mRNA stabilization"", ""Negative regulation of apoptotic process"", ""Negative regulation of insulin receptor signaling pathway"", ""Positive regulation of cell division"", ""Positive regulation of transcription from RNA polymerase II promoter"", ""Golgi membrane"", ""Lamellipodium"", ""Ruffle membrane"", ""Midbody"", ""Dendrite"", ""Extracellular region"", ""Histone pre-mRNA 3'end processing complex"", ""P53 binding"", ""Sequence-specific DNA binding"", ""Transcription factor binding""], 3=>[""RNA metabolic process""], 4=>[""Natural killer cell mediated cytotoxicity"", ""B cell receptor signaling pathway"", ""Fc epsilon RI signaling pathway"", ""Viral myocarditis"", ""HTLV-I infection"", ""Thymus"", ""Bone resorption"", ""Cell projection assembly"", ""Chemotaxis"", ""Regulation of respiratory burst"", ""3'-UTR-mediated mRNA stabilization"", ""MRNA catabolic process"", ""Negative regulation of inflammatory response"", ""Negative regulation of myeloid cell differentiation"", ""Negative regulation of translation involved in gene silencing by miRNA"", ""Nuclear-transcribed mRNA poly(A) tail shortening"", ""Regulation of tumor necrosis factor production"", ""Response to starvation"", ""RNA destabilization"", ""Negative regulation of cell adhesion"", ""Neuron remodeling"", ""Activation of Rac GTPase activity"", ""Cell chemotaxis"", ""Positive regulation of establishment of protein localization to plasma membrane"", ""Positive regulation of transcription DNA-templated"", ""Rac protein signal transduction"", ""Rho protein signal transduction"", ""Nuclear envelope"", ""Adherens junction"", ""14-3-3 protein binding"", ""AU-rich element binding"", ""MRNA 3'-UTR AU-rich region binding""]}"	"{1=>[""Intracellular""], 2=>[""Stress granule assembly"", ""Perinuclear region of cytoplasm"", ""Nucleic acid binding"", ""Zinc ion binding""], 3=>[""Activator"", ""DNA-binding"", ""Transcription"", ""Transcription regulation"", ""Brain"", ""Transcription DNA-templated""], 4=>[""Ribonucleoprotein"", ""Spliceosome"", ""3D-structure"", ""Spliceosome"", ""Positive regulation of nuclear-transcribed mRNA catabolic process deadenylation-dependent decay"", ""Positive regulation of nuclear-transcribed mRNA poly(A) tail shortening"", ""Nucleoplasm"", ""Ribonucleoprotein complex"", ""Spliceosomal complex"", ""MRNA binding""], 5=>[""4Fe-4S"", ""Iron"", ""Iron-sulfur"", ""Lyase"", ""Metal-binding"", ""Tricarboxylic acid cycle"", ""Cytoskeleton"", ""Prenylation"", ""Ubl conjugation"", ""Citrate cycle (TCA cycle)"", ""Glyoxylate and dicarboxylate metabolism"", ""Metabolic pathways"", ""Carbon metabolism"", ""2-Oxocarboxylic acid metabolism"", ""Biosynthesis of amino acids"", ""Ras signaling pathway"", ""Rap1 signaling pathway"", ""Chemokine signaling pathway"", ""Endocytosis"", ""Wnt signaling pathway"", ""Axon guidance"", ""Focal adhesion"", ""Adherens junction"", ""Tight junction"", ""T cell receptor signaling pathway"", ""Leukocyte transendothelial migration"", ""Neurotrophin signaling pathway"", ""Regulation of actin cytoskeleton"", ""Pancreatic secretion"", ""Bacterial invasion of epithelial cells"", ""Pathways in cancer"", ""Viral carcinogenesis"", ""Proteoglycans in cancer"", ""Colorectal cancer"", ""MAPK signaling pathway"", ""VEGF signaling pathway"", ""Fc gamma R-mediated phagocytosis"", ""Non-alcoholic fatty liver disease (NAFLD)"", ""Salmonella infection"", ""Renal cell carcinoma"", ""Pancreatic cancer"", ""Prostate"", ""Cellular iron ion homeostasis"", ""Citrate metabolic process"", ""Regulation of translation"", ""Response to iron(II) ion"", ""Tricarboxylic acid cycle"", ""GTP catabolic process"", ""Positive regulation of actin filament polymerization"", ""Positive regulation of cytokinesis"", ""Positive regulation of neuron apoptotic process"", ""Regulation of cell migration"", ""Response to glucose"", ""Actin filament organization"", ""Positive regulation of DNA replication"", ""Positive regulation of phosphatidylinositol 3-kinase activity"", ""Cytosol"", ""Endoplasmic reticulum"", ""Golgi apparatus"", ""Mitochondrion"", ""Lamellipodium"", ""Midbody"", ""Ruffle membrane"", ""Golgi membrane"", ""4 iron 4 sulfur cluster binding"", ""Aconitate hydratase activity"", ""Iron-responsive element binding"", ""Metal ion binding""]}"	{1=>16, 2=>8, 3=>19, 4=>13, 5=>6}	{1=>9, 2=>4, 3=>5, 4=>3}	[:keywords, :pathways, :cellular_component]
pam	binary	0.26035375887667345	2	0.2990359819600628	3	0.22167153579328408	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""Nucleotide-binding"", ""GTP binding""], 2=>[""Phosphoprotein"", ""RNA-binding"", ""Nucleus"", ""RNA binding""]}"	{1=>28, 2=>34}	{1=>14, 2=>5, 3=>2}	[:keywords, :pathways, :molecular_function]
pam	jaccard	0.22529141924160542	2	0.24802067939549535	3	0.2025621590877155	"{1=>[""DNA-binding"", ""Activator"", ""Coiled coil"", ""DNA damage"", ""DNA recombination"", ""DNA repair"", ""Transcription"", ""Transcription regulation"", ""Spleen"", ""DNA recombination"", ""DNA repair"", ""Regulation of transcription DNA-templated"", ""Transcription DNA-templated"", ""Stress granule assembly"", ""Nuclear matrix"", ""Nuclear speck"", ""Nucleolus"", ""Paraspeckles"", ""Perinuclear region of cytoplasm"", ""DNA binding""], 2=>[""MRNA splicing via spliceosome"", ""MRNA splice site selection"", ""Nuclear body"", ""Nucleoplasm"", ""GTPase activity""], 3=>[""Axon guidance"", ""Neuromuscular process controlling balance"", ""Regulation of RNA splicing"", ""RNA transport"", ""Regulation of translation"", ""Small GTPase mediated signal transduction"", ""Trans-Golgi network"", ""Intracellular"", ""Membrane"", ""Protein C-terminus binding""]}"	"{1=>[""GTP-binding"", ""Membrane"", ""Nucleotide-binding"", ""Small GTPase mediated signal transduction"", ""GTP binding""], 2=>[""RNA-binding""]}"	{1=>21, 2=>41}	{1=>14, 2=>5, 3=>2}	[:keywords, :pathways, :molecular_function]
